income,credit_history,debt_to_income_ratio,age,target
68131.81884524238,good,0.5743375017749832,54,high
24473.03862078625,poor,0.516224878346991,23,high
79213.21619603105,poor,0.4556500303342229,24,low
66334.68615779944,good,0.2784262260441197,49,low
31922.940892050345,good,0.7319625291442802,49,high
20331.327027416144,good,0.4698707892927936,42,low
68927.68570729005,excellent,0.31677350709245905,50,low
62411.440630857025,excellent,0.4206556105263738,24,low
63740.430082459236,good,0.4484778515173563,29,low
66276.22080115674,good,0.6965227373401246,33,high
24442.679104045423,good,0.6401686283368413,33,high
41507.94371265636,excellent,0.661582936184804,60,high
26952.143571507782,excellent,0.20661875865718834,53,low
71786.20555253561,poor,0.44969239890785695,30,low
57397.88760965347,poor,0.4888064909811942,24,low
39853.88149115895,good,0.21151536609383403,53,low
23813.50101716142,excellent,0.35588792524702056,64,low
38658.93930293973,excellent,0.6561738938732811,26,high
39510.999321604824,excellent,0.2822658234373995,49,low
63776.37070028384,good,0.521186078871555,28,high
58253.44828131279,poor,0.32912112321034254,25,low
73232.7645545796,good,0.20727246478633599,50,low
48332.89550971695,poor,0.3447208745597249,40,low
27175.654756298103,poor,0.7855242529460325,42,high
62794.6872333797,good,0.6809222671297939,25,high
65647.10291701385,poor,0.7757459865926202,62,high
53676.63185416978,poor,0.4927124263558175,39,low
66258.03079727366,excellent,0.2658417192065021,21,low
49627.73578186345,poor,0.5287756933842158,57,high
51363.969762919645,good,0.47262640073597656,20,low
45652.46110151298,good,0.7066142496437697,46,high
21525.14760464571,poor,0.25884954847054675,58,low
26473.48561959827,excellent,0.492944682213067,46,low
21885.751141204055,excellent,0.29002919881639055,51,low
58184.624675826824,poor,0.394805556134036,51,low
38861.3588645796,poor,0.6424142464326799,45,high
50514.24146988217,good,0.48561087762126,30,low
74453.98843556558,poor,0.42553297108746163,32,low
34957.533748932496,excellent,0.43668576714202123,40,low
44622.97538213778,poor,0.47566806104359205,61,low
65333.068312582924,good,0.6710099263022342,43,high
33727.889929497345,good,0.7352508133641407,21,high
24618.79458972758,good,0.773200811902357,43,high
37385.08717482608,good,0.6721420317531772,57,high
29673.277235240264,good,0.3892441374488077,26,low
75781.85914055438,poor,0.6128808236519254,22,high
68487.22277386501,poor,0.4625618744332352,49,low
58004.225390625405,poor,0.35280237322763075,37,low
72287.63541126307,poor,0.7045229476555537,28,high
68220.32461394687,good,0.223055809377395,32,low
31194.203533162152,excellent,0.7410571952812541,49,high
73553.53990939866,poor,0.4768864787748405,45,low
52360.53451493905,excellent,0.5823208860849683,39,high
68446.40930984376,poor,0.5956123533234696,58,high
73765.4779954096,poor,0.7370706444239219,34,high
39080.20849831183,excellent,0.5820018093003245,43,high
26603.115471660603,good,0.5683601508560372,61,high
33676.1097525165,poor,0.239991224336414,24,low
45626.46731757538,poor,0.5110448131671226,59,high
69080.88595534959,poor,0.29010140049022504,43,low
71643.8349953806,excellent,0.6424602612328913,42,high
20417.127831871443,good,0.5073331524876048,27,high
50644.838154653946,excellent,0.608136667525012,62,high
45044.66018892674,excellent,0.22500374036143056,36,low
33326.46862824381,good,0.25087520962748194,28,low
27191.922040020967,excellent,0.6297940328376095,30,high
40256.91028421768,good,0.24325060159920403,25,low
76574.58223475114,poor,0.24275403665915518,57,low
39392.17592124532,good,0.20726508514093248,21,low
51127.43730460196,poor,0.7739008389796882,64,high
62181.13753371067,excellent,0.6425050156754042,48,high
41817.77614275764,excellent,0.4119508451012385,45,low
78306.92496325764,poor,0.3779213487725932,28,low
77746.83769652667,excellent,0.40982193784750975,60,low
35106.93774952185,good,0.6647921187087091,18,high
49834.91035354313,poor,0.5968223666422487,64,high
38052.69858900618,excellent,0.3111173407204808,55,low
37090.42966264806,poor,0.30446560120045063,41,low
22213.21684127197,good,0.2590373898280384,64,low
56573.86003879381,good,0.596181631820803,48,high
50160.74139373169,excellent,0.6586235973330417,58,high
23088.725074999362,good,0.35902785699500245,63,low
36718.787854196686,poor,0.2125669766185477,43,low
74495.95315799923,good,0.24930300048585644,22,low
34373.71344001834,poor,0.7807160209070183,37,high
28693.692325473385,poor,0.3772668664864522,58,low
49367.16561665378,good,0.6615338887028803,28,high
79139.02724663605,excellent,0.5747981413125584,50,high
34523.316290690025,good,0.4291637837917376,55,low
60328.132844352716,poor,0.3234123573173331,44,low
65697.17691972305,poor,0.2728318508956439,51,low
34258.25263954398,good,0.56900778082332,32,high
63692.980916711575,excellent,0.6647802683826729,49,high
42066.98796315519,excellent,0.5863425521246785,38,high
57938.34983561477,poor,0.518181279949495,63,high
58011.78264565368,poor,0.22517073405898178,22,low
52146.48104448551,excellent,0.7810932665566304,23,high
25417.386203264497,good,0.6792285149927448,55,high
70118.14973535428,poor,0.37569322202057887,39,low
39246.80389830415,poor,0.7879821976153105,35,high
31191.110623991255,excellent,0.5611289537817934,31,high
22446.508493285834,good,0.549453594924348,27,high
55453.576591294506,excellent,0.6488439076577193,63,high
60653.86171053694,good,0.6870618728540826,30,high
20995.26973567137,good,0.5938871643989017,48,high
50725.58349795686,good,0.27685744781972005,47,low
33589.74651187628,poor,0.4029605035966991,20,low
58710.36742456699,excellent,0.7568501841956299,47,high
30461.985740299486,excellent,0.3347693671063112,23,low
61456.264286147954,good,0.423300214302508,46,low
43204.120778032244,poor,0.45924612976651763,25,low
76203.79932420407,poor,0.46364299381667134,61,low
28251.256648759598,excellent,0.5677637494967154,62,high
40463.98106301551,poor,0.7658455026468247,60,high
26808.411274435344,poor,0.344415627099503,61,low
75481.61709671377,good,0.27290082578055086,50,low
72640.36120285885,poor,0.3184822939159624,34,low
35476.497662909336,good,0.7321549401255618,28,high
59599.04276205074,excellent,0.5874864875931236,30,high
69033.33201207295,poor,0.3715440735434961,28,low
53312.04869596774,excellent,0.6895681633811704,48,high
51779.03470136039,excellent,0.7168219978180617,45,high
34511.1374540271,poor,0.7079086032141668,61,high
25586.166068353952,poor,0.7513559201837328,23,high
73832.9454771996,excellent,0.351344612104017,58,low
74025.08342979982,poor,0.653025157247767,33,high
57986.087436396076,good,0.47632369836448407,21,low
40341.787462922046,good,0.7051991317340369,52,high
40952.57447675965,poor,0.637094406296968,43,high
63557.34073221436,excellent,0.6658684678998348,29,high
73826.61559715462,poor,0.593697102608643,28,high
73225.18545590705,poor,0.30645726168182413,54,low
66792.53275145743,excellent,0.527016151338163,42,high
58521.89876925726,excellent,0.7908018437147051,35,high
25048.39789970293,good,0.7624328398982714,36,high
29697.722845676828,excellent,0.225904241478207,40,low
73913.25131162476,good,0.2988888894376623,55,low
56385.7435795754,excellent,0.27903726407273716,35,low
20551.823096997778,poor,0.6355879459911773,43,high
26088.292571961927,good,0.6906711979141671,23,high
59810.10614648335,good,0.3281068197864032,21,low
20303.69503077312,good,0.5035116157710975,61,high
29648.48308504992,poor,0.70442181680672,46,high
52924.02736199517,poor,0.6396809268597504,51,high
61513.7118615616,poor,0.5253423232951091,34,high
59117.67557015603,poor,0.5542086142752638,60,high
33456.15856763359,poor,0.505016328149768,60,high
62730.75328085215,good,0.3785290707912924,33,low
34234.945249808006,poor,0.5390131957154097,19,high
39523.98188955606,good,0.6133311812300545,51,high
64789.484307081446,poor,0.7239937495164848,25,high
58977.97394283288,excellent,0.5817748123875489,30,high
70953.40462965067,good,0.6566729222258949,59,high
59456.7735380206,excellent,0.29604298097274384,25,low
54098.516200128295,good,0.476934484651874,47,low
25620.486069685547,excellent,0.20559897189625598,49,low
42062.94818356601,poor,0.34800731871297386,53,low
35912.14206090353,poor,0.635877029067803,64,high
34639.37860274501,poor,0.7950859708096181,47,high
78380.63328514673,good,0.25950685975232957,18,low
43585.863480005624,excellent,0.440896589516773,60,low
73522.79331062679,poor,0.6800425812194958,56,high
57868.31755983577,excellent,0.32242138077733934,34,low
67688.6782124989,excellent,0.5330509695813719,37,high
50158.22558631153,poor,0.639842777617805,41,high
54614.23307758155,poor,0.5695912701561074,39,high
49551.06162913183,excellent,0.3128148407692497,46,low
31714.57926788267,poor,0.4132307412114437,39,low
63347.12691569032,poor,0.6702750706912384,61,high
36846.34174645135,poor,0.5325359084792101,26,high
21458.95798588723,good,0.20313776812574766,54,low
58728.33775443007,excellent,0.6565944560168564,27,high
30626.640764422937,excellent,0.22118681296414344,53,low
76427.51506117487,good,0.6474402696387394,54,high
77235.71462015525,excellent,0.32148833609914246,45,low
74891.8634132269,poor,0.7748440880716283,45,high
42209.522015326664,excellent,0.42076445078125074,59,low
20927.396991732046,poor,0.3961589698028475,60,low
75699.11375526353,good,0.2893328301994668,38,low
45691.048899038855,poor,0.38336252929412895,41,low
77999.28914262017,excellent,0.7259904570969204,59,high
77817.19862535517,excellent,0.7978006025763484,57,high
71180.5673280416,excellent,0.420985718304109,19,low
37666.93352417514,good,0.4691663785727256,25,low
43105.86371611552,good,0.6332425629216423,44,high
71068.20029101142,excellent,0.7317174682790448,39,high
39015.320309376664,poor,0.5558266005120706,54,high
30169.56480116555,good,0.43491541890669766,44,low
53408.07574750101,excellent,0.4475731045091743,46,low
76169.28644964687,excellent,0.6173708878980841,20,high
61761.78780049838,good,0.20193095816256723,61,low
54203.6702053619,good,0.5717536024759045,30,high
25830.58962624611,good,0.4132958062648145,62,low
56900.433601950186,poor,0.6765183987662506,27,high
79403.2310062558,poor,0.2557943838938793,53,low
28405.040914191442,excellent,0.5529213601690344,26,high
51099.779141824205,good,0.4885837339316743,44,low
72642.38431567734,poor,0.5853953155431365,51,high
64446.11706525226,good,0.23891215668978102,18,low
61820.94445971608,excellent,0.5479902724568788,49,high
62149.045039226556,poor,0.5368907527757143,42,high
41569.46907318531,poor,0.5363960566497026,46,high
37615.5106558696,poor,0.562092599957873,24,high
68561.66932871082,excellent,0.6058807623358173,20,high
68606.80368075085,good,0.6829933998084619,37,high
72024.33911480622,poor,0.36189243207692867,37,low
74794.43315338828,excellent,0.6950296461080373,47,high
50680.54393165627,good,0.49895340935807225,52,low
50090.977681231976,excellent,0.24623496748059873,52,low
67897.71073800651,good,0.23513055754638754,56,low
58997.83584666591,excellent,0.4005429912176365,44,low
62118.012635462204,good,0.6709381862668806,43,high
67747.56016616606,poor,0.6246085608445495,31,high
73400.32050905397,good,0.673168978803444,34,high
40279.709411092146,excellent,0.5103614338649657,35,high
42534.977158396636,excellent,0.4641193987732944,62,low
25638.91639045214,good,0.2884715160237704,46,low
54696.80845977044,poor,0.396915652165587,37,low
22156.536427804524,poor,0.4604116197043252,44,low
47935.88108794761,good,0.25316025780777035,35,low
52558.6780824546,good,0.3323671716267268,21,low
37192.475127697064,excellent,0.5589351764382433,18,high
55449.99563414064,poor,0.641397868543514,18,high
21830.014996342965,good,0.79900850683577,43,high
22240.891324952863,poor,0.7598679988061348,62,high
69356.03363957949,good,0.585539119721115,37,high
41611.438484675775,good,0.4527488319764432,40,low
27623.630759113086,poor,0.5817064188249397,27,high
51334.59560328826,good,0.6713909708481393,28,high
66199.61318591665,good,0.27100171455403244,58,low
32949.26164981059,excellent,0.445942933817773,58,low
57373.428549140015,good,0.7038813713813703,22,high
25120.847899626082,good,0.4302997711598264,18,low
23100.90327011646,good,0.543123362736312,34,high
51881.27789408888,excellent,0.552661616517319,39,high
52438.107296606395,poor,0.31068575188018366,51,low
58245.79408989239,excellent,0.4173412649913731,62,low
63565.48002335969,excellent,0.40070677324515935,58,low
78551.12476775207,poor,0.21571802511923888,46,low
50978.020898071714,excellent,0.21451505833481316,21,low
39377.38837647476,poor,0.6990182262054642,22,high
67711.17168612222,excellent,0.3638424859836875,28,low
36249.935075724454,poor,0.5108472597432894,38,high
46338.28524233817,good,0.3792353441532639,52,low
24707.38288053596,excellent,0.7644075470692044,29,high
21521.04460492745,excellent,0.3555780553194643,43,low
77758.9048806755,excellent,0.4577940876433611,36,low
70158.80723073235,excellent,0.7236381502907612,62,high
61758.45236562188,good,0.7051601400750853,24,high
44537.17666485619,excellent,0.3116608507077664,64,low
30397.659204250747,good,0.6815859858774262,24,high
29386.222560265163,good,0.47491213204273564,43,low
35014.57388987572,good,0.4897813232512132,57,low
52953.59988236723,good,0.2800879834495663,22,low
62875.75536200374,poor,0.24836090825427481,38,low
59611.84260306387,poor,0.6367635841842592,31,high
36796.03381675657,excellent,0.4978766914131799,21,low
77291.91683979164,poor,0.46211042156910775,40,low
64273.81500174611,poor,0.6377049371914381,59,high
53261.243150684044,excellent,0.6593077393946659,37,high
56703.24477406113,excellent,0.29534490060161217,32,low
45176.003745667396,excellent,0.5661350896865849,62,high
34863.85937006945,poor,0.28121244936661133,46,low
41358.360719075696,poor,0.6508250516174274,25,high
65470.76662786215,excellent,0.5941730937602838,58,high
20863.60931778535,good,0.7739687726500748,36,high
26964.358430414974,excellent,0.24137480981385273,56,low
22760.158521305166,good,0.23423283269075262,63,low
22443.72813913821,good,0.3693122448159201,45,low
71327.63504066043,excellent,0.3570234102415436,63,low
62219.471562801424,excellent,0.34818727944319994,44,low
48450.42974523951,excellent,0.7437527483126221,21,high
25870.04963906009,poor,0.3497277199097037,32,low
49496.95250700994,good,0.36316983567717864,52,low
48408.30624683394,poor,0.6556389574507784,54,high
30392.11219460091,poor,0.46984390547032406,18,low
46031.09895427838,excellent,0.6660263341731087,20,high
43910.28406384241,poor,0.23921969453863118,64,low
56951.00588313299,excellent,0.4925427162040306,41,low
58105.61905205863,good,0.2201681601099696,44,low
22718.24058632267,excellent,0.23759192207321272,57,low
42476.75687758827,poor,0.7438624720066467,53,high
57551.594942854186,poor,0.2835472226705571,51,low
50188.17551480526,excellent,0.5194524093651303,46,high
71389.39047129934,excellent,0.446657361560424,41,low
59521.6178971367,poor,0.4084059957553057,41,low
29776.06562488578,good,0.7399000074123636,59,high
24234.12484402579,good,0.2130940380652937,21,low
58545.156692378936,excellent,0.5982738117053535,20,high
21590.678632497307,good,0.7780366605281304,51,high
55146.5348764078,poor,0.5361009100771053,40,high
76413.81448549745,excellent,0.7620934772198551,40,high
54528.45067255274,poor,0.23135472757161427,62,low
43290.19557239131,poor,0.45127599144449687,22,low
58597.29310654119,good,0.35609467457723076,48,low
47495.173429491,excellent,0.6384925789884379,58,high
52737.00735895609,excellent,0.7887782542983481,23,high
76487.8885265915,good,0.3539180374665487,54,low
43166.158268046456,poor,0.5925047608844447,27,high
77671.43382943486,poor,0.3188585796558441,57,low
74321.03851736384,poor,0.539198152742966,24,high
31747.46808735779,poor,0.47835949201300176,56,low
24161.678052509928,excellent,0.7832031977789224,55,high
26046.6800826456,excellent,0.56511636361788,38,high
21093.309539092985,good,0.4097038232520913,37,low
25666.577645355705,good,0.26845747093276007,20,low
60980.40640498141,excellent,0.29074809724096073,39,low
24271.31890761374,excellent,0.3351901579707411,64,low
39138.53781762568,poor,0.35057999680417884,21,low
70692.51865816728,poor,0.7103696347046828,45,high
21396.31614414955,good,0.536733672969515,29,high
68868.10895533615,excellent,0.5140345468246199,55,high
36911.286486403995,good,0.2688613231215305,53,low
27089.889657299376,excellent,0.716083816009661,64,high
61804.22992184904,poor,0.6336885819250904,58,high
57736.57080679304,good,0.24060101714000098,22,low
72648.32081162318,good,0.6247010583378613,30,high
64104.26262823315,excellent,0.5261229304055877,40,high
68208.85582309091,poor,0.24903520744806698,47,low
36922.07435427839,good,0.4749803849171939,54,low
30646.37262678337,poor,0.49081777227802825,42,low
65036.8850984515,good,0.2994647240979655,44,low
68410.08435603583,poor,0.7674188882001696,31,high
79430.30852004039,excellent,0.7099852228883972,64,high
44757.060614685586,good,0.6014134023974651,53,high
42321.08514756699,good,0.47737733660036435,56,low
66584.77764451981,poor,0.44705932495070516,33,low
40448.21241518107,poor,0.5905840802905726,39,high
75845.43953621387,good,0.5272591216441433,38,high
71504.76511058072,excellent,0.23736386352913139,38,low
45739.6416425011,poor,0.507501589262199,25,high
65052.26406748984,poor,0.6838421703397037,33,high
65272.57244508094,poor,0.4755439265581749,48,low
26187.432130155958,good,0.23117394653256107,59,low
74153.174400774,good,0.6717669196304199,27,high
50315.14234687143,good,0.32081826928158463,49,low
69587.4479664645,good,0.35517250093282327,51,low
39202.9760618367,excellent,0.2988238120593776,26,low
73731.39370977203,excellent,0.3981290389228985,34,low
43352.100724049786,good,0.6540509034131812,28,high
20650.2590888179,excellent,0.5116315157023625,49,high
74322.91858515583,poor,0.32292876449042757,27,low
25477.200607168015,poor,0.7266980468912245,39,high
39158.81825542489,poor,0.7277491129709177,34,high
77003.71802304829,good,0.7223470550276043,21,high
77036.42881625336,poor,0.3432777268289236,64,low
54406.27328739717,excellent,0.4707436065085929,42,low
57910.232730187956,good,0.790993793684525,38,high
46906.73131869918,excellent,0.6632074857859943,54,high
37592.64630188387,poor,0.2163004527353359,55,low
39719.87272219496,poor,0.23912275475629524,18,low
60351.10736462231,poor,0.4783588260873997,42,low
65142.4717662608,good,0.7455321235169361,53,high
67494.7426235509,excellent,0.5232210787716286,34,high
67377.08856767323,good,0.49868750482057417,58,low
25472.36618292142,good,0.2632842199739784,41,low
49665.21828215489,poor,0.5940680628345765,19,high
23453.525600998655,good,0.6932618963601354,57,high
52971.73293942413,good,0.42825200450453743,32,low
46491.83008240262,poor,0.6653671105551966,49,high
73262.25096549798,good,0.778685992340487,56,high
41054.90075312472,poor,0.3222598754766135,23,low
27024.020985656352,poor,0.5139977787168448,18,high
28579.50092317015,poor,0.37228277485074535,64,low
65690.63790304834,poor,0.6757126514203037,40,high
57093.08379897566,good,0.5465560195286946,56,high
26067.360567367414,poor,0.5807494505301823,34,high
25046.408366899846,poor,0.6787484957695364,51,high
62058.1478875472,good,0.437582283597473,58,low
24365.78038185161,good,0.7490540410442261,46,high
69311.60355742137,excellent,0.519817320347684,26,high
62374.53362938977,good,0.29477289370120885,30,low
24880.926838513988,good,0.6175394709012816,23,high
25090.262845111516,excellent,0.6759568102629527,23,high
79198.37471007052,good,0.39005700624051604,37,low
42456.24774536722,good,0.7143075541992518,20,high
42238.528824013454,good,0.7436859528594599,34,high
68767.97403545016,good,0.3661426924266854,29,low
76834.91464303152,excellent,0.7901128836291333,64,high
79160.06382937226,good,0.2844269168292551,62,low
65202.691115536494,good,0.321209401041494,18,low
42575.575131854945,excellent,0.3105349035428157,34,low
25010.043001920127,poor,0.7363938260047223,20,high
66628.8149556462,excellent,0.5925755313949772,43,high
53504.254984148305,poor,0.29126256993336375,32,low
45453.32055481858,excellent,0.46419405102100947,53,low
74381.26310568416,excellent,0.5691788150418813,49,high
26671.84893836908,good,0.25007845099363,49,low
49557.50625745155,poor,0.7294498210444034,21,high
20681.218686045144,good,0.6821621212649212,35,high
48119.638519647575,poor,0.503124064145983,36,high
23378.19654091024,excellent,0.7802759691555023,60,high
27129.074976084317,excellent,0.4506565875650599,52,low
27051.574806626293,poor,0.7904661914218989,57,high
58952.61812696381,good,0.6007519992821764,31,high
64762.692755925396,good,0.580802763952365,50,high
55002.12590582958,good,0.299572937177471,31,low
77730.35290847252,good,0.7291566549827866,51,high
42492.23477142224,excellent,0.4564938127523691,21,low
37142.72517691164,excellent,0.2973400434694876,41,low
72115.94769136762,excellent,0.20756451198545545,46,low
33415.750311167154,excellent,0.5358534101830297,36,high
77793.35236643668,excellent,0.5164397732736059,23,high
20729.26848138898,good,0.6316121734214952,50,high
78192.72960245833,good,0.7341548318106814,57,high
22589.594717034568,good,0.24764395078581775,36,low
73468.58682188427,good,0.6388978942042175,18,high
51662.06654517799,excellent,0.31244716645854936,22,low
79577.88776715801,excellent,0.7149062318942985,44,high
24427.79388412393,excellent,0.6914381083169938,33,high
53231.25706407925,poor,0.5244762529913267,23,high
78158.15213714594,good,0.626145679173987,57,high
51385.87065020893,good,0.3886100679102491,30,low
57763.918288115754,excellent,0.4827007393596888,52,low
61744.92133907703,good,0.6929821386262831,36,high
47272.4638860664,good,0.4755591183039284,29,low
57653.48480504381,excellent,0.4146789591952651,33,low
55058.85871538601,poor,0.49652746835017997,60,low
74069.48062945934,poor,0.6969495514623312,27,high
22726.78282048747,poor,0.40112482842252367,42,low
36857.79137553382,excellent,0.3042569558814463,37,low
77024.68904459351,good,0.6272084121984685,48,high
73415.82703345499,excellent,0.6955869276248492,21,high
47339.40516714277,excellent,0.26038248711412004,61,low
57207.955868092205,good,0.3439244676535669,40,low
36642.87097886796,poor,0.28518319385659635,19,low
31287.26958342568,poor,0.40876484694930004,39,low
47821.904296398934,excellent,0.47021058734324767,54,low
41201.133681563166,poor,0.649295802177984,25,high
55019.366711052324,excellent,0.5906885509290045,24,high
24664.078217899092,excellent,0.5725571404870587,31,high
78463.68845997,good,0.4114249679657927,20,low
79172.64466877616,good,0.7048685318508561,33,high
61889.702841184706,good,0.4827723004388988,36,low
52165.781980647225,excellent,0.7874629628090928,35,high
38571.656977179664,good,0.5804852829774422,33,high
68827.70118241693,poor,0.2757588449387017,25,low
61083.870353232756,poor,0.6057065372452605,50,high
29757.01636069348,excellent,0.3950624092590194,29,low
74655.63106963054,excellent,0.6117963180116586,28,high
69352.23457539015,good,0.24178468889744348,22,low
76987.99479751545,excellent,0.30492886230557564,44,low
63543.1705033016,excellent,0.7134423553434719,29,high
56804.91175614739,poor,0.336307734214109,34,low
45094.58217743713,poor,0.7022246751457641,23,high
75963.70900124079,good,0.3675656530726463,50,low
71963.8333700245,excellent,0.5857291460352246,22,high
22713.120206371364,excellent,0.6164903441058986,45,high
21582.01846983512,poor,0.5075928518870318,31,high
42587.80201268298,excellent,0.38318640601803877,22,low
68633.19984690996,poor,0.32758662582265774,50,low
79236.56775889666,good,0.21991361273745574,58,low
29025.01346621169,poor,0.3823678407444343,36,low
55647.84292112811,excellent,0.5918976743187698,39,high
42853.451397861296,good,0.7629828910690897,22,high
78194.86386887619,poor,0.7227226893578313,19,high
70527.13538814252,poor,0.6596388659211816,47,high
70299.72228266827,good,0.6730684059519794,64,high
48121.58958769822,good,0.5989909420855972,56,high
44889.170140259914,poor,0.35617211453960185,21,low
36404.42431584238,excellent,0.744317018423498,50,high
23382.52979905563,poor,0.6024393871435005,30,high
71883.34257530319,good,0.536264378588264,37,high
68774.06054780466,poor,0.26659368152808866,24,low
79983.06039716784,good,0.46823332628385533,32,low
79798.21022443433,good,0.4762149627211558,40,low
53325.90233615765,excellent,0.718738165713602,31,high
66139.24491083063,good,0.5279889321126732,40,high
76685.94379294568,good,0.4282403293822458,36,low
70978.84344064469,excellent,0.7860801971063958,46,high
34840.88610459186,good,0.2664323559957894,37,low
47032.64811860561,excellent,0.45352905698716683,46,low
27749.5649090897,excellent,0.2252148051028432,41,low
77243.06163552334,good,0.6439424724601583,35,high
56370.478067052805,good,0.7508459313194904,27,high
33718.56833020777,poor,0.36802239773029366,58,low
60302.041064351404,excellent,0.7150050060794726,25,high
57087.69442747375,poor,0.3753309382771387,43,low
41489.76308197043,good,0.7464620969863491,46,high
26813.455531977743,poor,0.6523771421580704,27,high
60294.39173556797,excellent,0.6829440661048632,34,high
51218.462054227595,poor,0.2108039333602727,19,low
66339.10350413836,excellent,0.7776862142444156,23,high
51209.810066719605,good,0.636002595242194,22,high
71130.89001911241,good,0.38285065723168,45,low
53114.41032646913,excellent,0.6976367989153083,58,high
53656.27829212318,good,0.368912719048958,22,low
72599.2161595007,good,0.7236523037396769,35,high
44208.97197274382,good,0.26754823424716223,43,low
28040.913707038446,good,0.6222115864764775,37,high
21726.96057880034,excellent,0.5244190859869462,58,high
65308.23534041714,poor,0.2579206821172645,44,low
57218.57308120788,poor,0.34513629695530346,29,low
62244.78608595341,good,0.20744242176638888,24,low
32777.84969053464,poor,0.48126077927870353,20,low
28182.288535206186,poor,0.3807591564560002,27,low
20872.679940072914,good,0.5590144905786554,51,high
41035.25352839581,good,0.37834268462517034,42,low
55395.061211277985,poor,0.37995146690419085,52,low
43534.64270598394,excellent,0.6459159192389621,33,high
46248.49532142375,good,0.22888570158701207,19,low
74249.5216696249,excellent,0.7417369971151924,41,high
40895.32802139802,poor,0.711358324634709,27,high
50839.36934958865,good,0.600682809935844,55,high
67019.18076446859,excellent,0.5559329420644307,39,high
43792.56693927621,good,0.7353814988837915,43,high
57325.20201367241,poor,0.31119810771722867,60,low
71741.82252480471,excellent,0.24738149731449718,56,low
76971.23741945853,poor,0.34370610194572293,44,low
28824.408855742277,poor,0.6767469672201143,46,high
75595.25750968966,good,0.22080216003589,64,low
49526.97758477229,excellent,0.5496841010500939,55,high
35494.6632979375,poor,0.7972625097147861,37,high
47548.14537429568,poor,0.7134176563025236,44,high
78801.95451712862,excellent,0.5128674134261537,58,high
49557.08563957218,poor,0.23818454557198543,37,low
39725.09661725049,poor,0.698824108631426,61,high
58004.05125900354,excellent,0.5593871049063264,36,high
